0.04,7729.3Mbps,209.0,204.0,5.18349647522,3968.0,0,1448.0,42242.0,65.0,6456.1Mbps,206.0,14480.0,1773704,51.39,6.09,6486.78,968.76,0.34,0.02,0.65,0.35,0.47,2.48,0.04,126.23,159.17,0.05,0.28,14171061,33,1493,10,0,32768,0,8045,8041,16965,7741,34820,16965,1077936128,5336,0,0,0,20,5,0,0,20,0,34,0,908557828,21177778176,8743,18446744073709551615,94583060430848,94583060433336,140730163242832,0,0,0,0,2,16800973,0,0,0,17,1,0,0,0,0,0,94583062531416,94583062532112,94583078793216,140730163250870,140730163250924,140730163250924,140730163253226,0,0.0,0.0,4096,87380,268435456,4096,87380,268435456,13
0.02,14760.1Mbps,109.5,102.0,107.105567932,77797.0,0,724.0,21121.0,867.0,12315.0Mbps,164.0,7240.0,1629000,51.39,6.09,6486.78,968.76,0.34,0.02,0.65,0.35,0.47,2.48,0.04,126.23,159.17,0.05,0.28,128470325,78,2616,11,0,36864,0,8045,8041,16965,7741,34820,16965,1077936128,6537,0,0,0,36,16,0,0,20,0,34,0,908557828,21245939712,9912,18446744073709551615,94583060430848,94583060433336,140730163242832,0,0,0,0,2,16800973,0,0,0,17,1,0,0,0,0,0,94583062531416,94583062532112,94583078793216,140730163250870,140730163250924,140730163250924,140730163253226,0,0.0,0.0,4096,87380,268435456,4096,87380,268435456,13
0.01,15663.8Mbps,83.6666666667,68.0,150.86517334,109644.0,0,482.666666667,14080.6666667,1218.0,13097.2Mbps,249.0,4826.66666667,1904520,51.39,6.09,6486.78,968.76,0.34,0.02,0.65,0.35,0.47,2.48,0.04,126.23,159.17,0.05,0.28,288116021,78,3834,11,0,36864,0,8045,8041,16965,7741,34820,16965,1077936128,6544,0,0,0,39,24,0,0,20,0,34,0,908557828,21245939712,9912,18446744073709551615,94583060430848,94583060433336,140730163242832,0,0,0,0,2,16800973,0,0,0,17,1,0,0,0,0,0,94583062531416,94583062532112,94583078793216,140730163250870,140730163250924,140730163250924,140730163253226,0,0.0,0.0,4096,87380,268435456,4096,87380,268435456,13
0.0075,16545.8Mbps,62.75,51.0,115.780891418,83935.0,0,362.0,10560.5,950.0,13845.6Mbps,65.0,3620.0,1640920,51.39,6.09,6486.78,968.76,0.34,0.02,0.65,0.35,0.47,2.48,0.04,126.23,159.17,0.05,0.28,407391541,78,4744,11,0,36864,0,8045,8041,16965,7741,34820,16965,1077936128,6550,0,0,0,41,32,0,0,20,0,34,0,908557828,21245939712,9912,18446744073709551615,94583060430848,94583060433336,140730163242832,0,0,0,0,2,16800973,0,0,0,17,1,0,0,0,0,0,94583062531416,94583062532112,94583078793216,140730163250870,140730163250924,140730163250924,140730163253226,0,0.0,0.0,4096,87380,268435456,4096,87380,268435456,13
0.006,13448.2Mbps,41.6,40.8,135.35080719,98393.0,0.0,289.6,8448.4,1131.0,11206.8Mbps,181.0,2896.0,389568,51.39,6.09,6486.78,968.76,0.34,0.02,0.65,0.35,0.47,2.48,0.04,126.23,159.17,0.05,0.28,550784309,78,5838,11,0,36864,0,8045,8041,16965,7741,34820,16965,1077936128,6556,0,0,0,44,41,0,0,20,0,34,0,908557828,21245939712,9912,18446744073709551615,94583060430848,94583060433336,140730163242832,0,0,0,0,2,16800973,0,0,0,17,1,0,0,0,0,0,94583062531416,94583062532112,94583078793216,140730163250870,140730163250924,140730163250924,140730163253226,0,0.0,0.0,4096,87380,268435456,4096,87380,268435456,13
0.005,12478.4Mbps,37.8333333333,34.0,127.888679504,92892.0,0.0,241.333333333,7040.33333333,1031.0,10434.8Mbps,164.0,2413.33333333,1783016,51.39,6.09,6486.78,968.76,0.34,0.02,0.65,0.35,0.47,2.48,0.04,126.23,159.17,0.05,0.28,683691317,78,6852,11,0,36864,0,8045,8041,16965,7741,34820,16965,1077936128,6562,0,0,0,48,47,0,0,20,0,34,0,908557828,21245939712,9912,18446744073709551615,94583060430848,94583060433336,140730163242832,0,0,0,0,2,16800973,0,0,0,17,1,0,0,0,0,0,94583062531416,94583062532112,94583078793216,140730163250870,140730163250924,140730163250924,140730163253226,0,96.0,0.0,4096,87380,268435456,4096,87380,268435456,13
0.00428571428571,15099.0Mbps,34.4285714286,29.1428571429,132.46206665,96250.0,0.0,206.857142857,6034.57142857,1085.0,12632.3Mbps,186.0,2068.57142857,1560648,51.39,6.09,6486.78,968.76,0.34,0.02,0.65,0.35,0.47,2.48,0.04,126.23,159.17,0.05,0.28,825380149,78,7933,11,0,36864,0,8045,8041,16965,7741,34820,16965,1077936128,6642,0,0,0,54,54,0,0,20,0,34,0,908557828,21245939712,9983,18446744073709551615,94583060430848,94583060433336,140730163242832,0,0,0,0,2,16800973,0,0,0,17,1,0,0,0,0,0,94583062531416,94583062532112,94583078793216,140730163250870,140730163250924,140730163250924,140730163253226,0,109.0,0.0,4096,87380,268435456,4096,87380,268435456,13
0.00375,14310.9Mbps,31.625,25.5,140.37046814,101902.0,0.0,181.0,5280.25,1111.0,11962.3Mbps,118.0,1810.0,1958616,51.39,6.09,6486.78,968.76,0.34,0.02,0.65,0.35,0.47,2.48,0.04,126.23,159.17,0.05,0.28,969297205,78,9031,11,0,36864,0,8045,8041,16965,7741,34820,16965,1077936128,6648,0,0,0,57,62,0,0,20,0,34,0,908557828,21245939712,9983,18446744073709551615,94583060430848,94583060433336,140730163242832,0,0,0,0,2,16800973,0,0,0,17,1,0,0,0,0,0,94583062531416,94583062532112,94583078793216,140730163250870,140730163250924,140730163250924,140730163253226,0,119.0,0.0,4096,87380,268435456,4096,87380,268435456,13
0.00333333333333,11413.9Mbps,28.1111111111,22.6666666667,109.12159729,79361.0,0.0,160.888888889,4693.55555556,888.0,9515.4Mbps,198.0,1608.88888889,2093282,51.39,6.09,6486.78,968.76,0.34,0.02,0.65,0.35,0.47,2.48,0.04,126.23,159.17,0.05,0.28,1083723061,137,9904,14,0,36864,0,8045,8041,16965,7741,34820,16965,1077936128,6680,0,0,0,60,69,0,0,20,0,34,0,908557828,21245939712,9990,18446744073709551615,94583060430848,94583060433336,140730163242832,0,0,0,0,2,16800973,0,0,0,17,1,0,0,0,0,0,94583062531416,94583062532112,94583078793216,140730163250870,140730163250924,140730163250924,140730163253226,0,131.0,0.0,4096,87380,268435456,4096,87380,268435456,13
0.003,8883.0Mbps,13.1,20.4,146.746383667,106405.0,0.0,144.8,4224.2,1229.0,7402.5Mbps,90.0,1448.0,1572786,51.39,6.09,6486.78,968.76,0.34,0.02,0.65,0.35,0.47,2.48,0.04,126.23,159.17,0.05,0.28,1238781237,137,11087,14,0,36864,0,8045,8041,16965,7741,34820,16965,1077936128,6725,0,0,0,63,78,0,0,20,0,34,0,908557828,21245939712,9990,18446744073709551615,94583060430848,94583060433336,140730163242832,0,0,0,0,2,16800973,0,0,0,17,1,0,0,0,0,0,94583062531416,94583062532112,94583078793216,140730163250870,140730163250924,140730163250924,140730163253226,0,142.0,0.0,4096,87380,268435456,4096,87380,268435456,13
